epoch,accuracy,loss,val_accuracy,val_loss
0,0.8181166648864746,0.5063011646270752,0.8553000092506409,0.39425355195999146
1,0.8683500289916992,0.3625502288341522,0.8675000071525574,0.35915347933769226
2,0.8824499845504761,0.3185184895992279,0.8744000196456909,0.3444952964782715
3,0.8938500285148621,0.28997835516929626,0.8813999891281128,0.334799587726593
4,0.9030333161354065,0.26183101534843445,0.8809000253677368,0.339565634727478
